tournament,round,date,team1_player1,team1_player2,team2_player1,team2_player2,team1_sets,team2_sets
2023 PPA Desert Ridge Open,Finals,2023-02-05,Johns C.,Johns B.,Wright M.,Newman R.,2,1
2023 PPA Desert Ridge Open,Bronze Medal Match,2023-02-05,Johnson J.,Frazier D.,Dawson C.,Loong T.,2,0
2023 PPA Desert Ridge Open,Semi-Finals,2023-02-05,Wright M.,Newman R.,Dawson C.,Loong T.,2,0
2023 PPA Desert Ridge Open,Semi-Finals,2023-02-05,Johns C.,Johns B.,Johnson J.,Frazier D.,2,0
2023 PPA Desert Ridge Open,Quarter Finals,2023-02-05,Dawson C.,Loong T.,Arnold J.,Wilson T.,2,0
2023 PPA Desert Ridge Open,Quarter Finals,2023-02-05,Wright M.,Newman R.,Tellez P.,Staksrud F.,2,0
2023 PPA Desert Ridge Open,Quarter Finals,2023-02-05,Johns C.,Johns B.,Devilliers J.,Young D.,2,0
2023 PPA Desert Ridge Open,Quarter Finals,2023-02-05,Johnson J.,Frazier D.,Koller A.,Lange E.,2,0
2023 PPA Desert Ridge Open,Round 16,2023-02-05,Arnold J.,Wilson T.,Alshon C.,Smith S.,2,0
2023 PPA Desert Ridge Open,Round 16,2023-02-05,Venkatesan M.,Keenum C.,Tellez P.,Staksrud F.,0,2
2023 PPA Desert Ridge Open,Round 16,2023-02-05,Wright M.,Newman R.,Teoni P.,Heddings K.,2,0
2023 PPA Desert Ridge Open,Round 16,2023-02-05,Koller A.,Lange E.,Ignatowich J.,Navratil Z.,2,0
2023 PPA Desert Ridge Open,Round 16,2023-02-05,Johnson J.,Frazier D.,Garnett C.,Burrows W.,2,0
2023 PPA Desert Ridge Open,Round 16,2023-02-05,Devilliers J.,Young D.,Stone W.,Newell B.,2,0
2023 PPA Desert Ridge Open,Round 16,2023-02-05,Dawson C.,Loong T.,Rettenmaier T.,Doerner S.,2,1
2023 PPA Desert Ridge Open,Round 16,2023-02-05,Johns C.,Johns B.,Tardio G.,Hewett R.,2,1
2023 PPA Desert Ridge Open,Round 32,2023-02-05,Alshon C.,Smith S.,Kusmider J.,Scarpa A.,2,0
2023 PPA Desert Ridge Open,Round 32,2023-02-05,Arnold J.,Wilson T.,Enright M.,Guyer D.,2,0
2023 PPA Desert Ridge Open,Round 32,2023-02-05,Rettenmaier T.,Doerner S.,Markowitz E.,Lewis K.,2,0
2023 PPA Desert Ridge Open,Round 32,2023-02-05,Dawson C.,Loong T.,Read A.,Galli S.,2,0
2023 PPA Desert Ridge Open,Round 32,2023-02-05,Teoni P.,Heddings K.,Cassidy R.,Sherry R.,2,1
2023 PPA Desert Ridge Open,Round 32,2023-02-05,Wright M.,Newman R.,Finley R.,Prince J.,2,0
2023 PPA Desert Ridge Open,Round 32,2023-02-05,Ignatowich J.,Navratil Z.,Shearer D.,Bond G.,2,0
2023 PPA Desert Ridge Open,Round 32,2023-02-05,Koller A.,Lange E.,Koszuta K.,Loyd M.,2,0
2023 PPA Desert Ridge Open,Round 32,2023-02-05,Garnett C.,Burrows W.,Johnson C.,Nemoff C.,2,0
2023 PPA Desert Ridge Open,Round 32,2023-02-05,Johnson J.,Frazier D.,Lanier S.,Whitehead G.,2,0
2023 PPA Desert Ridge Open,Round 32,2023-02-05,Devilliers J.,Young D.,Locklear P.,Oxler J.,2,1
2023 PPA Desert Ridge Open,Round 32,2023-02-05,Deakin S.,Chapman B.,Tardio G.,Hewett R.,0,2
2023 PPA Desert Ridge Open,Round 32,2023-02-05,Johns C.,Johns B.,Montoya N.,Legarreta A.,2,0
2023 PPA Desert Ridge Open,Round 32,2023-02-05,Barrientos M.,Neumann A.,Tellez P.,Staksrud F.,0,2
2023 PPA Desert Ridge Open,Round 32,2023-02-05,Stone W.,Newell B.,Forsythe E.,Yaraghi A.,2,1
2023 PPA Desert Ridge Open,Consolation Bracket Finals,2023-02-05,Koller A.,Lange E.,Arnold J.,Wilson T.,0,1
2023 PPA Desert Ridge Open,Consolation Bracket Semi-Finals,2023-02-05,Tellez P.,Staksrud F.,Arnold J.,Wilson T.,0,1
2023 PPA Desert Ridge Open,Consolation Bracket Semi-Finals,2023-02-05,Devilliers J.,Young D.,Koller A.,Lange E.,0,1
2023 PPA Desert Ridge Open,Consolation Bracket Quarter Finals,2023-02-05,Tellez P.,Staksrud F.,Stone W.,Newell B.,1,0
2023 PPA Desert Ridge Open,Consolation Bracket Quarter Finals,2023-02-05,Koller A.,Lange E.,Alshon C.,Smith S.,1,0
2023 PPA Desert Ridge Open,Consolation Bracket Quarter Finals,2023-02-05,Devilliers J.,Young D.,Teoni P.,Heddings K.,1,0
2023 PPA Desert Ridge Open,Consolation Bracket Quarter Finals,2023-02-05,Arnold J.,Wilson T.,Ignatowich J.,Navratil Z.,1,0
2023 PPA Desert Ridge Open,Consolation Bracket Round 16,2023-02-05,Garnett C.,Burrows W.,Ignatowich J.,Navratil Z.,0,1
2023 PPA Desert Ridge Open,Consolation Bracket Round 16,2023-02-05,Cassidy R.,Sherry R.,Stone W.,Newell B.,0,1
2023 PPA Desert Ridge Open,Consolation Bracket Round 16,2023-02-05,Teoni P.,Heddings K.,Venkatesan M.,Keenum C.,1,0
2023 PPA Desert Ridge Open,Consolation Bracket Round 16,2023-02-05,Rettenmaier T.,Doerner S.,Alshon C.,Smith S.,0,1
2023 PPA Desert Ridge Open,Consolation Bracket Round 32,2023-02-05,Ignatowich J.,Navratil Z.,Kusmider J.,Scarpa A.,1,0
2023 PPA Desert Ridge Open,Consolation Bracket Round 32,2023-02-05,Garnett C.,Burrows W.,Read A.,Galli S.,1,0
2023 PPA Desert Ridge Open,Consolation Bracket Round 32,2023-02-05,Stone W.,Newell B.,Barrientos M.,Neumann A.,1,0
2023 PPA Desert Ridge Open,Consolation Bracket Round 32,2023-02-05,Tardio G.,Hewett R.,Cassidy R.,Sherry R.,0,1
2023 PPA Desert Ridge Open,Consolation Bracket Round 32,2023-02-05,Rettenmaier T.,Doerner S.,Lanier S.,Whitehead G.,1,0
2023 PPA Desert Ridge Open,Consolation Bracket Round 32,2023-02-05,Venkatesan M.,Keenum C.,Locklear P.,Oxler J.,1,0
2023 PPA Desert Ridge Open,Consolation Bracket Round 32,2023-02-05,Teoni P.,Heddings K.,Montoya N.,Legarreta A.,1,0
2023 PPA Desert Ridge Open,Consolation Bracket Round 32,2023-02-05,Alshon C.,Smith S.,Koszuta K.,Loyd M.,1,0
2023 PPA Desert Ridge Open,Consolation Bracket Round 64,2023-02-05,Enright M.,Guyer D.,Kusmider J.,Scarpa A.,0,1
2023 PPA Desert Ridge Open,Consolation Bracket Round 64,2023-02-05,Finley R.,Prince J.,Cassidy R.,Sherry R.,0,1
2023 PPA Desert Ridge Open,Consolation Bracket Round 64,2023-02-05,Koszuta K.,Loyd M.,Shearer D.,Bond G.,1,0
2023 PPA Desert Ridge Open,Consolation Bracket Round 64,2023-02-05,Lanier S.,Whitehead G.,Johnson C.,Nemoff C.,1,0
2023 PPA Desert Ridge Open,Consolation Bracket Round 64,2023-02-05,Locklear P.,Oxler J.,Forsythe E.,Yaraghi A.,1,0
2023 PPA Desert Ridge Open,Consolation Bracket Round 64,2023-02-05,Read A.,Galli S.,Markowitz E.,Lewis K.,1,0
2023 PPA Desert Ridge Open,Consolation Bracket Round 64,2023-02-05,Montoya N.,Legarreta A.,Deakin S.,Chapman B.,1,0
2023 PPA Hyundai Masters,Finals,2023-01-15,Johns C.,Johns B.,Wright M.,Newman R.,2,1
2023 PPA Hyundai Masters,Semi-Finals,2023-01-15,Devilliers J.,Young D.,Wright M.,Newman R.,0,2
2023 PPA Hyundai Masters,Semi-Finals,2023-01-15,Johns C.,Johns B.,Johnson J.,Frazier D.,2,1
2023 PPA Hyundai Masters,Quarter Finals,2023-01-15,Navratil Z.,Wilson T.,Wright M.,Newman R.,1,2
2023 PPA Hyundai Masters,Quarter Finals,2023-01-15,Dawson C.,Loong T.,Devilliers J.,Young D.,0,2
2023 PPA Hyundai Masters,Quarter Finals,2023-01-15,Johnson J.,Frazier D.,Ignatowich J.,McGuffin T.,2,1
2023 PPA Hyundai Masters,Quarter Finals,2023-01-15,Johns C.,Johns B.,Smith P.,Deakin S.,2,0
2023 PPA Hyundai Masters,Round 16,2023-01-15,Navratil Z.,Wilson T.,Link G.,Doerner S.,2,0
2023 PPA Hyundai Masters,Round 16,2023-01-15,Patriquin H.,Tardio G.,Devilliers J.,Young D.,0,2
2023 PPA Hyundai Masters,Round 16,2023-01-15,Dawson C.,Loong T.,Arnold J.,Hewett R.,2,1
2023 PPA Hyundai Masters,Round 16,2023-01-15,Tellez P.,Staksrud F.,Ignatowich J.,McGuffin T.,1,2
2023 PPA Hyundai Masters,Round 16,2023-01-15,Johnson J.,Frazier D.,Alshon C.,Smith S.,2,0
2023 PPA Hyundai Masters,Round 16,2023-01-15,Johns C.,Johns B.,De La Rosa D.,Newell B.,2,0
2023 PPA Hyundai Masters,Round 16,2023-01-15,Teoni P.,Heddings K.,Wright M.,Newman R.,0,2
2023 PPA Hyundai Masters,Round 16,2023-01-15,French B.,Taylor C.,Smith P.,Deakin S.,1,2
2023 PPA Hyundai Masters,Round 32,2023-01-15,Koszuta K.,Loyd M.,Wright M.,Newman R.,0,2
2023 PPA Hyundai Masters,Round 32,2023-01-15,Teoni P.,Heddings K.,Sherry R.,Roditi D.,2,1
2023 PPA Hyundai Masters,Round 32,2023-01-15,Link G.,Doerner S.,Stone W.,Neumann A.,2,1
2023 PPA Hyundai Masters,Round 32,2023-01-15,Navratil Z.,Wilson T.,Baca M.,Shearer D.,2,0
2023 PPA Hyundai Masters,Round 32,2023-01-15,Lee A.,Venkatesan M.,Devilliers J.,Young D.,0,2
2023 PPA Hyundai Masters,Round 32,2023-01-15,Patriquin H.,Tardio G.,Goldberg J.,Forsythe E.,2,0
2023 PPA Hyundai Masters,Round 32,2023-01-15,Markowitz E.,Lewis K.,Arnold J.,Hewett R.,0,2
2023 PPA Hyundai Masters,Round 32,2023-01-15,Hong T.,Lee S.,Ignatowich J.,McGuffin T.,0,2
2023 PPA Hyundai Masters,Round 32,2023-01-15,Barrientos M.,Garnett C.,Tellez P.,Staksrud F.,1,2
2023 PPA Hyundai Masters,Round 32,2023-01-15,Querrey S.,Burrows W.,Alshon C.,Smith S.,1,2
2023 PPA Hyundai Masters,Round 32,2023-01-15,Johnson J.,Frazier D.,Kawka P.,Grabovic Z.,2,0
2023 PPA Hyundai Masters,Round 32,2023-01-15,Bond G.,Seward K.,Smith P.,Deakin S.,0,2
2023 PPA Hyundai Masters,Round 32,2023-01-15,French B.,Taylor C.,Gingrich D.,Merchant A.,2,1
2023 PPA Hyundai Masters,Round 32,2023-01-15,Mcmakin K.,Cassidy R.,De La Rosa D.,Newell B.,0,2
2023 PPA Hyundai Masters,Round 32,2023-01-15,Johns C.,Johns B.,Vich J.,Ali R.,2,0
2023 PPA Hyundai Masters,Round 32,2023-01-15,Dawson C.,Loong T.,Hall D.,Whitehead G.,2,0
2023 PPA Hyundai Masters,Consolation Bracket Round 128,2023-01-15,Mcmakin K.,Cassidy R.,Vich J.,Ali R.,0,1
2023 PPA Hyundai Masters,Consolation Bracket Round 128,2023-01-15,Querrey S.,Burrows W.,Kawka P.,Grabovic Z.,1,0
2023 PPA Hyundai Masters,Consolation Bracket Round 128,2023-01-15,Hong T.,Lee S.,Barrientos M.,Garnett C.,0,1
2023 PPA Hyundai Masters,Consolation Bracket Round 128,2023-01-15,Markowitz E.,Lewis K.,Hall D.,Whitehead G.,0,1
2023 PPA Hyundai Masters,Consolation Bracket Round 128,2023-01-15,Lee A.,Venkatesan M.,Goldberg J.,Forsythe E.,0,1
2023 PPA Hyundai Masters,Consolation Bracket Round 128,2023-01-15,Stone W.,Neumann A.,Baca M.,Shearer D.,0,1
2023 PPA Hyundai Masters,Consolation Bracket Round 128,2023-01-15,Bond G.,Seward K.,Gingrich D.,Merchant A.,1,0
2023 PPA Hyundai Masters,Consolation Bracket Round 128,2023-01-15,Koszuta K.,Loyd M.,Sherry R.,Roditi D.,0,1
2023 PPA Carvana Arizona Grand Slam,Finals,2023-02-19,Johns C.,Johns B.,Wright M.,Newman R.,3,1
2023 PPA Carvana Arizona Grand Slam,Bronze Medal Match,2023-02-19,Bar D.,Koller A.,Johnson J.,Frazier D.,0,2
2023 PPA Carvana Arizona Grand Slam,Semi-Finals,2023-02-19,Wright M.,Newman R.,Johnson J.,Frazier D.,2,0
2023 PPA Carvana Arizona Grand Slam,Semi-Finals,2023-02-19,Johns C.,Johns B.,Bar D.,Koller A.,2,1
2023 PPA Carvana Arizona Grand Slam,Quarter Finals,2023-02-19,Johnson J.,Frazier D.,Devilliers J.,Young D.,2,0
2023 PPA Carvana Arizona Grand Slam,Quarter Finals,2023-02-19,Wright M.,Newman R.,Smith P.,Patriquin H.,2,0
2023 PPA Carvana Arizona Grand Slam,Quarter Finals,2023-02-19,Dawson C.,Loong T.,Bar D.,Koller A.,1,2
2023 PPA Carvana Arizona Grand Slam,Quarter Finals,2023-02-19,Johns C.,Johns B.,Arnold J.,Wilson T.,2,0
2023 PPA Carvana Arizona Grand Slam,Round 16,2023-02-19,Devilliers J.,Young D.,Rettenmaier T.,Deakin S.,2,0
2023 PPA Carvana Arizona Grand Slam,Round 16,2023-02-19,Johnson J.,Frazier D.,Ignatowich J.,Auvergne S.,2,1
2023 PPA Carvana Arizona Grand Slam,Round 16,2023-02-19,Wright M.,Newman R.,Koszuta K.,Loyd M.,2,0
2023 PPA Carvana Arizona Grand Slam,Round 16,2023-02-19,Bar D.,Koller A.,Alshon C.,Smith S.,2,1
2023 PPA Carvana Arizona Grand Slam,Round 16,2023-02-19,Dawson C.,Loong T.,Tellez P.,Staksrud F.,2,1
2023 PPA Carvana Arizona Grand Slam,Round 16,2023-02-19,Arnold J.,Wilson T.,French B.,Taylor C.,2,0
2023 PPA Carvana Arizona Grand Slam,Round 16,2023-02-19,Johns C.,Johns B.,Hewett R.,Navratil Z.,2,0
2023 PPA Carvana Arizona Grand Slam,Round 16,2023-02-19,Smith P.,Patriquin H.,Fought T.,Stone W.,2,0
2023 PPA Carvana Arizona Grand Slam,Round 32,2023-02-19,Devilliers J.,Young D.,Gilbert R.,Gilbert E.,2,1
2023 PPA Carvana Arizona Grand Slam,Round 32,2023-02-19,Ignatowich J.,Auvergne S.,Garnett C.,Lohani A.,2,0
2023 PPA Carvana Arizona Grand Slam,Round 32,2023-02-19,Johnson J.,Frazier D.,Vich J.,Ali R.,2,0
2023 PPA Carvana Arizona Grand Slam,Round 32,2023-02-19,Fought T.,Stone W.,Weinbach D.,Tardio G.,2,0
2023 PPA Carvana Arizona Grand Slam,Round 32,2023-02-19,Smith P.,Patriquin H.,Nemoff C.,Venkatesan M.,2,0
2023 PPA Carvana Arizona Grand Slam,Round 32,2023-02-19,Wright M.,Newman R.,Hall D.,Andersen G.,2,0
2023 PPA Carvana Arizona Grand Slam,Round 32,2023-02-19,Alshon C.,Smith S.,Goldberg J.,Neumann A.,2,0
2023 PPA Carvana Arizona Grand Slam,Round 32,2023-02-19,Bar D.,Koller A.,Fratt C.,Garcia E.,2,0
2023 PPA Carvana Arizona Grand Slam,Round 32,2023-02-19,Tellez P.,Staksrud F.,Tamanaha W.,Garza N.,2,0
2023 PPA Carvana Arizona Grand Slam,Round 32,2023-02-19,Dawson C.,Loong T.,Jensen D.,Zbinden R.,2,0
2023 PPA Carvana Arizona Grand Slam,Round 32,2023-02-19,Arnold J.,Wilson T.,Cincola J.,Trinh T.,2,0
2023 PPA Carvana Arizona Grand Slam,Round 32,2023-02-19,Hewett R.,Navratil Z.,Lange E.,Burrows W.,2,1
2023 PPA Carvana Arizona Grand Slam,Round 32,2023-02-19,Johns C.,Johns B.,Rosner E.,Anderson M.,2,0
2023 PPA Carvana Arizona Grand Slam,Round 32,2023-02-19,Rettenmaier T.,Deakin S.,Johnson C.,Marsh J.,2,0
2023 PPA Carvana Arizona Grand Slam,Round 32,2023-02-19,Newell B.,Taylor Z.,Koszuta K.,Loyd M.,0,2
2023 PPA Carvana Arizona Grand Slam,Round 32,2023-02-19,French B.,Taylor C.,Cassidy R.,Sherry R.,2,0
2023 PPA Carvana Arizona Grand Slam,Consolation Bracket Finals,2023-02-19,Arnold J.,Wilson T.,Hewett R.,Navratil Z.,1,0
2023 PPA Carvana Arizona Grand Slam,Consolation Bracket Semi-Finals,2023-02-19,Hewett R.,Navratil Z.,Tellez P.,Staksrud F.,1,0
2023 PPA Carvana Arizona Grand Slam,Consolation Bracket Semi-Finals,2023-02-19,Arnold J.,Wilson T.,Ignatowich J.,Auvergne S.,1,0
2023 PPA Carvana Arizona Grand Slam,Consolation Bracket Quarter Finals,2023-02-19,Devilliers J.,Young D.,Tellez P.,Staksrud F.,0,1
2023 PPA Carvana Arizona Grand Slam,Consolation Bracket Quarter Finals,2023-02-19,Smith P.,Patriquin H.,Hewett R.,Navratil Z.,0,1
2023 PPA Carvana Arizona Grand Slam,Consolation Bracket Quarter Finals,2023-02-19,Dawson C.,Loong T.,Ignatowich J.,Auvergne S.,0,1
2023 PPA Carvana Arizona Grand Slam,Consolation Bracket Quarter Finals,2023-02-19,Arnold J.,Wilson T.,Lange E.,Burrows W.,1,0
2023 PPA Carvana Arizona Grand Slam,Consolation Bracket Round 16,2023-02-19,Tellez P.,Staksrud F.,Alshon C.,Smith S.,1,0
2023 PPA Carvana Arizona Grand Slam,Consolation Bracket Round 16,2023-02-19,Hewett R.,Navratil Z.,French B.,Taylor C.,1,0
2023 PPA Carvana Arizona Grand Slam,Consolation Bracket Round 16,2023-02-19,Ignatowich J.,Auvergne S.,Rettenmaier T.,Deakin S.,1,0
2023 PPA Carvana Arizona Grand Slam,Consolation Bracket Round 16,2023-02-19,Lange E.,Burrows W.,Fought T.,Stone W.,1,0
2023 PPA Carvana Arizona Grand Slam,Consolation Bracket Round 32,2023-02-19,Alshon C.,Smith S.,Johnson C.,Marsh J.,1,0
2023 PPA Carvana Arizona Grand Slam,Consolation Bracket Round 32,2023-02-19,Tellez P.,Staksrud F.,Vich J.,Ali R.,1,0
2023 PPA Carvana Arizona Grand Slam,Consolation Bracket Round 32,2023-02-19,French B.,Taylor C.,Weinbach D.,Tardio G.,1,0
2023 PPA Carvana Arizona Grand Slam,Consolation Bracket Round 32,2023-02-19,Hewett R.,Navratil Z.,Newell B.,Taylor Z.,1,0
2023 PPA Carvana Arizona Grand Slam,Consolation Bracket Round 32,2023-02-19,Rettenmaier T.,Deakin S.,Goldberg J.,Neumann A.,1,0
2023 PPA Carvana Arizona Grand Slam,Consolation Bracket Round 32,2023-02-19,Ignatowich J.,Auvergne S.,Jensen D.,Zbinden R.,1,0
2023 PPA Carvana Arizona Grand Slam,Consolation Bracket Round 32,2023-02-19,Fought T.,Stone W.,Cassidy R.,Sherry R.,1,0
2023 PPA Carvana Arizona Grand Slam,Consolation Bracket Round 32,2023-02-19,Koszuta K.,Loyd M.,Lange E.,Burrows W.,0,1
2023 PPA Carvana Arizona Grand Slam,Consolation Bracket Round 64,2023-02-19,Gilbert R.,Gilbert E.,Johnson C.,Marsh J.,0,1
2023 PPA Carvana Arizona Grand Slam,Consolation Bracket Round 64,2023-02-19,Vich J.,Ali R.,Garnett C.,Lohani A.,1,0
2023 PPA Carvana Arizona Grand Slam,Consolation Bracket Round 64,2023-02-19,Nemoff C.,Venkatesan M.,Weinbach D.,Tardio G.,0,1
2023 PPA Carvana Arizona Grand Slam,Consolation Bracket Round 64,2023-02-19,Hall D.,Andersen G.,Newell B.,Taylor Z.,0,1
2023 PPA Carvana Arizona Grand Slam,Consolation Bracket Round 64,2023-02-19,Fratt C.,Garcia E.,Goldberg J.,Neumann A.,0,1
2023 PPA Carvana Arizona Grand Slam,Consolation Bracket Round 64,2023-02-19,Jensen D.,Zbinden R.,Tamanaha W.,Garza N.,1,0
2023 PPA Carvana Arizona Grand Slam,Consolation Bracket Round 64,2023-02-19,Cincola J.,Trinh T.,Cassidy R.,Sherry R.,0,1
2023 PPA Carvana Arizona Grand Slam,Consolation Bracket Round 64,2023-02-19,Rosner E.,Anderson M.,Lange E.,Burrows W.,0,1
2023 PPA Lakeville Indoor National Championships,Finals,2023-02-26,Johnson J.,Frazier D.,Tellez P.,Staksrud F.,3,0
2023 PPA Lakeville Indoor National Championships,Bronze Medal Match,2023-02-26,Wright M.,Newman R.,Devilliers J.,Young D.,2,1
2023 PPA Lakeville Indoor National Championships,Semi-Finals,2023-02-26,Devilliers J.,Young D.,Tellez P.,Staksrud F.,0,2
2023 PPA Lakeville Indoor National Championships,Semi-Finals,2023-02-26,Wright M.,Newman R.,Johnson J.,Frazier D.,0,2
2023 PPA Lakeville Indoor National Championships,Quarter Finals,2023-02-26,Bar D.,Koller A.,Tellez P.,Staksrud F.,1,2
2023 PPA Lakeville Indoor National Championships,Quarter Finals,2023-02-26,Arnold J.,Nunnery R.,Devilliers J.,Young D.,0,2
2023 PPA Lakeville Indoor National Championships,Quarter Finals,2023-02-26,Wright M.,Newman R.,Taylor C.,Smith S.,2,0
2023 PPA Lakeville Indoor National Championships,Quarter Finals,2023-02-26,Johnson J.,Frazier D.,Loong T.,Fought T.,2,1
2023 PPA Lakeville Indoor National Championships,Round 16,2023-02-26,Hong T.,Lee S.,Tellez P.,Staksrud F.,0,2
2023 PPA Lakeville Indoor National Championships,Round 16,2023-02-26,Bar D.,Koller A.,Teoni P.,Finley R.,2,0
2023 PPA Lakeville Indoor National Championships,Round 16,2023-02-26,Devilliers J.,Young D.,De La Rosa D.,Newell B.,2,0
2023 PPA Lakeville Indoor National Championships,Round 16,2023-02-26,Ignatowich J.,Johns C.,Arnold J.,Nunnery R.,0,2
2023 PPA Lakeville Indoor National Championships,Round 16,2023-02-26,Loong T.,Fought T.,Merchant A.,Weinbach D.,2,0
2023 PPA Lakeville Indoor National Championships,Round 16,2023-02-26,Taylor C.,Smith S.,Locklear P.,Huo J.,2,1
2023 PPA Lakeville Indoor National Championships,Round 16,2023-02-26,Wright M.,Newman R.,Goldberg J.,Venkatesan M.,2,0
2023 PPA Lakeville Indoor National Championships,Round 16,2023-02-26,Johnson J.,Frazier D.,Hewett R.,Alshon C.,2,0
2023 PPA Lakeville Indoor National Championships,Round 32,2023-02-26,Tellez P.,Staksrud F.,Manthou M.,Mediratta N.,2,0
2023 PPA Lakeville Indoor National Championships,Round 32,2023-02-26,Hong T.,Lee S.,Lindquist J.,Dutrieuille D.,2,0
2023 PPA Lakeville Indoor National Championships,Round 32,2023-02-26,De La Rosa D.,Newell B.,Koszuta K.,Weinbach S.,2,1
2023 PPA Lakeville Indoor National Championships,Round 32,2023-02-26,Devilliers J.,Young D.,Beasley N.,Russo E.,2,0
2023 PPA Lakeville Indoor National Championships,Round 32,2023-02-26,Arnold J.,Nunnery R.,Johnson M.,Bomberg T.,2,0
2023 PPA Lakeville Indoor National Championships,Round 32,2023-02-26,Laura C.,Dawidjan R.,Merchant A.,Weinbach D.,0,2
2023 PPA Lakeville Indoor National Championships,Round 32,2023-02-26,Loong T.,Fought T.,Alhouni M.,Pham C.,2,0
2023 PPA Lakeville Indoor National Championships,Round 32,2023-02-26,Hewett R.,Alshon C.,Davis F.,Felsenthal A.,2,0
2023 PPA Lakeville Indoor National Championships,Round 32,2023-02-26,Locklear P.,Huo J.,Gomez J.,Clemen A.,2,1
2023 PPA Lakeville Indoor National Championships,Round 32,2023-02-26,Taylor C.,Smith S.,Lohani A.,Donkena A.,2,0
2023 PPA Lakeville Indoor National Championships,Round 32,2023-02-26,Goldberg J.,Venkatesan M.,Forsythe E.,Neufeldt C.,2,1
2023 PPA Lakeville Indoor National Championships,Round 32,2023-02-26,Teoni P.,Finley R.,Prince J.,Johnson C.,2,0
2023 PPA Lakeville Indoor National Championships,Round 32,2023-02-26,Johnson J.,Frazier D.,Zogbi G.,Franco M.,2,0
2023 PPA Lakeville Indoor National Championships,Consolation Bracket Finals,2023-02-26,Loong T.,Fought T.,Hewett R.,Alshon C.,0,1
2023 PPA Lakeville Indoor National Championships,Consolation Bracket Semi-Finals,2023-02-26,Arnold J.,Nunnery R.,Hewett R.,Alshon C.,0,1
2023 PPA Lakeville Indoor National Championships,Consolation Bracket Semi-Finals,2023-02-26,Ignatowich J.,Johns C.,Loong T.,Fought T.,0,1
2023 PPA Lakeville Indoor National Championships,Consolation Bracket Quarter Finals,2023-02-26,Bar D.,Koller A.,Hewett R.,Alshon C.,0,1
2023 PPA Lakeville Indoor National Championships,Consolation Bracket Quarter Finals,2023-02-26,Arnold J.,Nunnery R.,Locklear P.,Huo J.,1,0
2023 PPA Lakeville Indoor National Championships,Consolation Bracket Quarter Finals,2023-02-26,Loong T.,Fought T.,Hong T.,Lee S.,1,0
2023 PPA Lakeville Indoor National Championships,Consolation Bracket Quarter Finals,2023-02-26,Taylor C.,Smith S.,Ignatowich J.,Johns C.,0,1
2023 PPA Lakeville Indoor National Championships,Consolation Bracket Round 16,2023-02-26,Hewett R.,Alshon C.,Merchant A.,Weinbach D.,1,0
2023 PPA Lakeville Indoor National Championships,Consolation Bracket Round 16,2023-02-26,Davis F.,Felsenthal A.,Hong T.,Lee S.,0,1
2023 PPA Lakeville Indoor National Championships,Consolation Bracket Round 16,2023-02-26,Ignatowich J.,Johns C.,De La Rosa D.,Newell B.,1,0
2023 PPA Lakeville Indoor National Championships,Consolation Bracket Round 16,2023-02-26,Goldberg J.,Venkatesan M.,Locklear P.,Huo J.,0,1
2023 PPA Lakeville Indoor National Championships,Consolation Bracket Round 32,2023-02-26,Merchant A.,Weinbach D.,Manthou M.,Mediratta N.,1,0
2023 PPA Lakeville Indoor National Championships,Consolation Bracket Round 32,2023-02-26,Hewett R.,Alshon C.,Prince J.,Johnson C.,1,0
2023 PPA Lakeville Indoor National Championships,Consolation Bracket Round 32,2023-02-26,Locklear P.,Huo J.,Koszuta K.,Weinbach S.,1,0
2023 PPA Lakeville Indoor National Championships,Consolation Bracket Round 32,2023-02-26,Goldberg J.,Venkatesan M.,Johnson M.,Bomberg T.,1,0
2023 PPA Lakeville Indoor National Championships,Consolation Bracket Round 32,2023-02-26,Teoni P.,Finley R.,Davis F.,Felsenthal A.,0,1
2023 PPA Lakeville Indoor National Championships,Consolation Bracket Round 32,2023-02-26,De La Rosa D.,Newell B.,Lohani A.,Donkena A.,1,0
2023 PPA Lakeville Indoor National Championships,Consolation Bracket Round 32,2023-02-26,Ignatowich J.,Johns C.,Forsythe E.,Neufeldt C.,1,0
2023 PPA Lakeville Indoor National Championships,Consolation Bracket Round 32,2023-02-26,Hong T.,Lee S.,Laura C.,Dawidjan R.,1,0
2023 PPA Lakeville Indoor National Championships,Consolation Bracket Round 64,2023-02-26,Lindquist J.,Dutrieuille D.,Manthou M.,Mediratta N.,0,1
2023 PPA Lakeville Indoor National Championships,Consolation Bracket Round 64,2023-02-26,Alhouni M.,Pham C.,Laura C.,Dawidjan R.,0,1
2023 PPA Lakeville Indoor National Championships,Consolation Bracket Round 64,2023-02-26,Zogbi G.,Franco M.,Davis F.,Felsenthal A.,0,1
2023 PPA Lakeville Indoor National Championships,Consolation Bracket Round 64,2023-02-26,Lohani A.,Donkena A.,Gomez J.,Clemen A.,1,0
2023 PPA Lakeville Indoor National Championships,Consolation Bracket Round 64,2023-02-26,Beasley N.,Russo E.,Koszuta K.,Weinbach S.,0,1
2023 Carvana PPA Tour Selkirk Mountain Futures,Finals,2023-03-05,Read A.,Krishnaswamy S.,Fought T.,Wren T.,2,1
2023 Carvana PPA Tour Selkirk Mountain Futures,Losers Bracket Semi-Finals,2023-03-05,Vich J.,Ali R.,Thompsen T.,Carlisle C.,0,1
